,result
1294,支B-COMMENTS_N 付I-COMMENTS_N 公B-PRODUCT 积I-PRODUCT 金I-PRODUCT 积B-PRODUCT 分I-PRODUCT
1295,消B-COMMENTS_N 费I-COMMENTS_N 快B-COMMENTS_ADJ 凑I-COMMENTS_ADJ
1296,激B-COMMENTS_N 活I-COMMENTS_N
1297,额B-COMMENTS_N 度I-COMMENTS_N
1298,中B-BANK 信I-BANK
1299,平B-BANK 安I-BANK 银I-BANK 行I-BANK
1300,成B-COMMENTS_ADJ 功I-COMMENTS_ADJ
1301,下B-COMMENTS_N 卡I-COMMENTS_N
1302,注B-COMMENTS_N 销I-COMMENTS_N
1303,年B-COMMENTS_N 费I-COMMENTS_N
1304,很B-COMMENTS_ADJ 快I-COMMENTS_ADJ
1305,中B-BANK 行I-BANK 高B-COMMENTS_ADJ 房B-PRODUCT 贷I-PRODUCT
1306,额B-COMMENTS_N 度I-COMMENTS_N
1307,好B-COMMENTS_ADJ 激I-COMMENTS_ADJ 动I-COMMENTS_ADJ 哈I-COMMENTS_ADJ
1308,恭B-COMMENTS_ADJ 喜I-COMMENTS_ADJ
1309,分B-PRODUCT 期I-PRODUCT 逾B-COMMENTS_N 期I-COMMENTS_N 分B-PRODUCT 期I-PRODUCT 还B-COMMENTS_N 款I-COMMENTS_N
1310,理B-PRODUCT 财I-PRODUCT 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ 收B-COMMENTS_N 益I-COMMENTS_N 收B-COMMENTS_N 益I-COMMENTS_N 偏B-COMMENTS_ADJ 差I-COMMENTS_ADJ
1311,平B-BANK 安I-BANK
1312,
1313,额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ 大I-COMMENTS_ADJ
1314,额B-COMMENTS_N 度I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1315,
1316,中B-BANK 信I-BANK
1317,额B-COMMENTS_N 度I-COMMENTS_N 菜B-PRODUCT 卡I-PRODUCT
1318,正B-COMMENTS_ADJ 常I-COMMENTS_ADJ
1319,高B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 消B-COMMENTS_N 费I-COMMENTS_N 利B-COMMENTS_N 息I-COMMENTS_N 低B-COMMENTS_ADJ
1320,坑B-COMMENTS_ADJ
1321,不B-COMMENTS_ADJ 能I-COMMENTS_ADJ
1322,额B-COMMENTS_N 度I-COMMENTS_N 积B-PRODUCT 分I-PRODUCT 积B-PRODUCT 分I-PRODUCT 不B-COMMENTS_ADJ 能I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1323,广B-BANK 发I-BANK 额B-COMMENTS_N 度I-COMMENTS_N 征B-PRODUCT 信I-PRODUCT 征B-PRODUCT 信I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1324,额B-COMMENTS_N 度I-COMMENTS_N 低B-COMMENTS_ADJ
1325,分B-PRODUCT 期I-PRODUCT 分B-PRODUCT 期I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 增B-COMMENTS_ADJ 加I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1326,注B-COMMENTS_N 销I-COMMENTS_N
1327,华B-BANK 夏I-BANK
1328,招B-BANK 行I-BANK
1329,成B-COMMENTS_ADJ 功I-COMMENTS_ADJ
1330,拒B-COMMENTS_ADJ
1331,谢B-COMMENTS_ADJ 谢I-COMMENTS_ADJ
1332,高B-COMMENTS_ADJ 不I-COMMENTS_ADJ 高I-COMMENTS_ADJ
1333,逾B-COMMENTS_N 期I-COMMENTS_N
1334,兴B-BANK 业I-BANK 银I-BANK 行I-BANK 贷B-PRODUCT 款I-PRODUCT 太B-COMMENTS_ADJ 深I-COMMENTS_ADJ 手B-COMMENTS_N 续I-COMMENTS_N 费I-COMMENTS_N 利B-COMMENTS_N 息I-COMMENTS_N
1335,广B-BANK 发I-BANK 兴B-BANK 业I-BANK
1336,积B-PRODUCT 分I-PRODUCT
1337,高B-COMMENTS_ADJ 么I-COMMENTS_ADJ
1338,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1339,首B-PRODUCT 卡I-PRODUCT 利B-COMMENTS_N 批I-COMMENTS_N 卡B-PRODUCT 鼎I-PRODUCT 拒B-COMMENTS_ADJ
1340,无B-PRODUCT 界I-PRODUCT 白I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 激B-COMMENTS_N 活I-COMMENTS_N 激B-COMMENTS_N 活I-COMMENTS_N aB-PRODUCT pI-PRODUCT pI-PRODUCT 激B-COMMENTS_N 活I-COMMENTS_N 无B-PRODUCT 界I-PRODUCT 卡I-PRODUCT
1341,额B-COMMENTS_N 度I-COMMENTS_N 很B-COMMENTS_ADJ 快I-COMMENTS_ADJ
1342,金B-PRODUCT 东I-PRODUCT 金I-PRODUCT 融I-PRODUCT 拒B-COMMENTS_ADJ
1343,光B-BANK 大I-BANK 注B-COMMENTS_N 销I-COMMENTS_N
1344,额B-COMMENTS_N 度I-COMMENTS_N
1345,额B-COMMENTS_N 度I-COMMENTS_N 低B-COMMENTS_ADJ
1346,太B-COMMENTS_ADJ 难I-COMMENTS_ADJ
1347,建B-BANK 行I-BANK 额B-COMMENTS_N 度I-COMMENTS_N
1348,审B-COMMENTS_N 核I-COMMENTS_N 多B-COMMENTS_ADJ 久I-COMMENTS_ADJ
1349,
1350,金B-PRODUCT 卡I-PRODUCT 拒B-COMMENTS_ADJ 绝I-COMMENTS_ADJ
1351,额B-COMMENTS_N 度I-COMMENTS_N 满B-COMMENTS_ADJ 意I-COMMENTS_ADJ
1352,中B-BANK 信I-BANK 比B-COMMENTS_ADJ 较I-COMMENTS_ADJ 好I-COMMENTS_ADJ
1353,工B-BANK 行I-BANK
1354,提B-COMMENTS_ADJ 高I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1355,
1356,不B-COMMENTS_ADJ 能I-COMMENTS_ADJ
1357,招B-BANK 行I-BANK
1358,平B-BANK 安I-BANK 银I-BANK 行I-BANK 恶B-COMMENTS_ADJ 心I-COMMENTS_ADJ 白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 大B-COMMENTS_N 额I-COMMENTS_N 全B-COMMENTS_N 款I-COMMENTS_N
1359,
1360,
1361,定B-PRODUCT 期I-PRODUCT 基B-PRODUCT 金I-PRODUCT  I-PRODUCT 收B-COMMENTS_N 益I-COMMENTS_N 稳B-COMMENTS_ADJ 定I-COMMENTS_ADJ 定B-PRODUCT 期I-PRODUCT
1362,交B-BANK 行I-BANK 野B-COMMENTS_ADJ 鸡I-COMMENTS_ADJ 交B-BANK 行I-BANK 风B-COMMENTS_N 控I-COMMENTS_N 严B-COMMENTS_ADJ 交B-BANK 行I-BANK 交B-BANK 行I-BANK 提B-COMMENTS_N 额I-COMMENTS_N
1363,平B-BANK 安I-BANK 差B-COMMENTS_ADJ 劲I-COMMENTS_ADJ
1364,审B-COMMENTS_N 批I-COMMENTS_N 太B-COMMENTS_ADJ 难I-COMMENTS_ADJ
1365,白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT 年B-COMMENTS_N 费I-COMMENTS_N
1366,平B-BANK 安I-BANK 很B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1367,
1368,升B-COMMENTS_ADJ 临B-COMMENTS_N 额I-COMMENTS_N
1369,额B-COMMENTS_N 度I-COMMENTS_N 很B-COMMENTS_ADJ 快I-COMMENTS_ADJ
1370,幸B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1371,高B-COMMENTS_ADJ
1372,拒B-COMMENTS_ADJ 江B-BANK 苏I-BANK 银I-BANK 行I-BANK 车B-PRODUCT 卡I-PRODUCT
1373,
1374,房B-PRODUCT 贷I-PRODUCT 负B-COMMENTS_N 债I-COMMENTS_N 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 网B-PRODUCT 贷I-PRODUCT 车B-PRODUCT 贷I-PRODUCT
1375,收B-COMMENTS_N 益I-COMMENTS_N 收B-COMMENTS_N 益I-COMMENTS_N 理B-PRODUCT 财I-PRODUCT 固B-COMMENTS_N 定I-COMMENTS_N 收B-COMMENTS_N 益I-COMMENTS_N 不B-COMMENTS_ADJ 低I-COMMENTS_ADJ
1376,招B-BANK 行I-BANK 不B-COMMENTS_ADJ 错I-COMMENTS_ADJ
1377,
1378,金B-COMMENTS_N 额I-COMMENTS_N 逾B-COMMENTS_N 期I-COMMENTS_N
1379,收B-COMMENTS_N 益I-COMMENTS_N 分B-PRODUCT 盈I-PRODUCT 利I-PRODUCT 以I-PRODUCT 现I-PRODUCT 金I-PRODUCT 收B-COMMENTS_N 益I-COMMENTS_N 收B-COMMENTS_N 益I-COMMENTS_N
1380,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT 多B-COMMENTS_ADJ 久I-COMMENTS_ADJ
1381,高B-COMMENTS_ADJ 么I-COMMENTS_ADJ
1382,
1383,工B-BANK 商I-BANK 农B-BANK 业I-BANK 额B-COMMENTS_N 度I-COMMENTS_N 最B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1384,理B-PRODUCT 财I-PRODUCT
1385,
1386,
1387,光B-BANK 大I-BANK 拒B-COMMENTS_ADJ
1388,
1389,坑B-COMMENTS_ADJ 不I-COMMENTS_ADJ 坑B-COMMENTS_ADJ
1390,拒B-COMMENTS_ADJ 绝I-COMMENTS_ADJ
1391,邮B-BANK 政I-BANK 提B-COMMENTS_N 额I-COMMENTS_N
1392,车B-PRODUCT 主I-PRODUCT 卡I-PRODUCT
1393,放B-COMMENTS_ADJ 弃I-COMMENTS_ADJ
1394,广B-BANK 发I-BANK 提B-COMMENTS_N 额I-COMMENTS_N 还B-COMMENTS_N 款I-COMMENTS_N 广B-BANK 发I-BANK
1395,不B-COMMENTS_ADJ 行I-COMMENTS_ADJ 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 公B-PRODUCT 积I-PRODUCT 金I-PRODUCT 下B-COMMENTS_N 卡I-COMMENTS_N
1396,
1397,逾B-COMMENTS_N 期I-COMMENTS_N 逾B-COMMENTS_N 期I-COMMENTS_N 废B-COMMENTS_ADJ
1398,
1399,好B-COMMENTS_ADJ 心I-COMMENTS_ADJ 累I-COMMENTS_ADJ
1400,分B-PRODUCT 期I-PRODUCT 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1401,
1402,建B-BANK 设I-BANK 银I-BANK 行I-BANK 支B-PRODUCT 付I-PRODUCT 白I-PRODUCT
1403,二B-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1404,拒B-COMMENTS_ADJ 绝I-COMMENTS_ADJ
1405,降B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1406,征B-PRODUCT 信I-PRODUCT 征B-PRODUCT 信I-PRODUCT
1407,投B-COMMENTS_ADJ 诉I-COMMENTS_ADJ
1408,成B-COMMENTS_ADJ 功I-COMMENTS_ADJ
1409,审B-COMMENTS_N 核I-COMMENTS_N 太B-COMMENTS_ADJ 久I-COMMENTS_ADJ
1410,外B-PRODUCT 币I-PRODUCT 卡I-PRODUCT 民B-PRODUCT 币I-PRODUCT 卡I-PRODUCT 申B-COMMENTS_N 卡I-COMMENTS_N
1411,利B-COMMENTS_N 息I-COMMENTS_N 正B-COMMENTS_ADJ 常I-COMMENTS_ADJ
1412,太B-COMMENTS_ADJ 多I-COMMENTS_ADJ 审B-COMMENTS_N 核I-COMMENTS_N
1413,江B-BANK 苏I-BANK 农B-BANK 商I-BANK 普B-PRODUCT 卡I-PRODUCT
1414,额B-COMMENTS_N 度I-COMMENTS_N
1415,刁B-COMMENTS_ADJ 难I-COMMENTS_ADJ
1416,分B-PRODUCT 期I-PRODUCT 最B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1417,农B-BANK 行I-BANK
1418,
1419,光B-BANK 大I-BANK
1420,担B-COMMENTS_ADJ 心I-COMMENTS_ADJ
1421,
1422,贷B-PRODUCT 款I-PRODUCT
1423,积B-PRODUCT 分I-PRODUCT
1424,
1425,招B-BANK 行I-BANK 高B-COMMENTS_ADJ
1426,好B-COMMENTS_ADJ 赖I-COMMENTS_ADJ 金B-PRODUCT 卡I-PRODUCT
1427,利B-COMMENTS_N 率I-COMMENTS_N 分B-PRODUCT 期I-PRODUCT 风B-COMMENTS_N 控I-COMMENTS_N
1428,
1429,下B-COMMENTS_N 卡I-COMMENTS_N 提B-COMMENTS_N 额I-COMMENTS_N
1430,浙B-BANK 江B-BANK 泰I-BANK 隆B-BANK 商I-BANK 业I-BANK
1431,理B-PRODUCT 财I-PRODUCT
1432,谢B-COMMENTS_ADJ 谢I-COMMENTS_ADJ 金B-COMMENTS_N 额I-COMMENTS_N 金B-COMMENTS_N 额I-COMMENTS_N
1433,拒B-COMMENTS_ADJ 绝I-COMMENTS_ADJ 拒B-COMMENTS_ADJ 绝I-COMMENTS_ADJ
1434,工B-BANK 商I-BANK 建B-BANK 设I-BANK
1435,广B-BANK 发I-BANK
1436,逾B-COMMENTS_N 期I-COMMENTS_N 逾B-COMMENTS_N 期I-COMMENTS_N
1437,还B-COMMENTS_N 款I-COMMENTS_N
1438,
1439,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT
1440,额B-COMMENTS_N 度I-COMMENTS_N 优B-COMMENTS_ADJ 秀I-COMMENTS_ADJ
1441,正B-COMMENTS_ADJ 常I-COMMENTS_ADJ 消B-COMMENTS_N 费I-COMMENTS_N 稳B-COMMENTS_ADJ 提I-COMMENTS_ADJ
1442,兴B-BANK 业I-BANK 很B-COMMENTS_ADJ 好I-COMMENTS_ADJ 拒B-COMMENTS_ADJ
1443,浦B-BANK 发I-BANK
1444,逾B-COMMENTS_N 期I-COMMENTS_N
1445,逾B-COMMENTS_N 期I-COMMENTS_N 恐B-COMMENTS_ADJ 怕I-COMMENTS_ADJ
1446,拒B-COMMENTS_ADJ 绝I-COMMENTS_ADJ
1447,很B-COMMENTS_ADJ 大I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1448,光B-BANK 大I-BANK
1449,招B-BANK 行I-BANK 忽B-COMMENTS_ADJ 悠I-COMMENTS_ADJ 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1450,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 不B-COMMENTS_ADJ 多I-COMMENTS_ADJ
1451,拒B-COMMENTS_ADJ 拒B-COMMENTS_ADJ 卡B-PRODUCT
1452,中B-BANK 信I-BANK 很B-COMMENTS_ADJ 爽I-COMMENTS_ADJ 快I-COMMENTS_ADJ
1453,新B-COMMENTS_N 户I-COMMENTS_N
1454,激B-COMMENTS_N 活I-COMMENTS_N
1455,差B-COMMENTS_ADJ 不I-COMMENTS_ADJ 多I-COMMENTS_ADJ 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1456,额B-COMMENTS_N 度I-COMMENTS_N
1457,激B-COMMENTS_N 活I-COMMENTS_N 激B-COMMENTS_N 活I-COMMENTS_N
1458,激B-COMMENTS_N 活I-COMMENTS_N
1459,严B-COMMENTS_ADJ 格I-COMMENTS_ADJ
1460,
1461,额B-COMMENTS_N 度I-COMMENTS_N 谢B-COMMENTS_ADJ 谢I-COMMENTS_ADJ
1462,额B-COMMENTS_N 度I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1463,高B-PRODUCT 铁I-PRODUCT 白I-PRODUCT
1464,假B-COMMENTS_ADJ 拒B-COMMENTS_ADJ 拒B-COMMENTS_ADJ 拒B-COMMENTS_ADJ
1465,激B-COMMENTS_N 活I-COMMENTS_N 年B-COMMENTS_N 费I-COMMENTS_N
1466,车B-PRODUCT 主I-PRODUCT 卡I-PRODUCT 销B-COMMENTS_N 卡I-COMMENTS_N
1467,麻B-COMMENTS_ADJ 烦I-COMMENTS_ADJ 不B-COMMENTS_ADJ 多I-COMMENTS_ADJ
1468,广B-BANK 发I-BANK 坑B-COMMENTS_ADJ 货I-COMMENTS_ADJ 不B-COMMENTS_ADJ 能I-COMMENTS_ADJ 积B-PRODUCT 分I-PRODUCT
1469,很B-COMMENTS_ADJ 多I-COMMENTS_ADJ
1470,只B-COMMENTS_ADJ 想I-COMMENTS_ADJ
1471,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT 差B-COMMENTS_ADJ 不I-COMMENTS_ADJ 多I-COMMENTS_ADJ
1472,黑B-PRODUCT 卡I-PRODUCT
1473,额B-COMMENTS_N 度I-COMMENTS_N 销B-COMMENTS_N 卡I-COMMENTS_N
1474,额B-COMMENTS_N 度I-COMMENTS_N
1475,金B-COMMENTS_N 额I-COMMENTS_N 中B-BANK 行I-BANK
1476,征B-PRODUCT 信I-PRODUCT
1477,
1478,比B-COMMENTS_ADJ 较I-COMMENTS_ADJ 难I-COMMENTS_ADJ 逾B-COMMENTS_N 期I-COMMENTS_N
1479,交B-BANK 行I-BANK
1480,开B-COMMENTS_ADJ 心I-COMMENTS_ADJ
1481,征B-PRODUCT 信I-PRODUCT 冻B-COMMENTS_N 卡I-COMMENTS_N
1482,失B-COMMENTS_ADJ 败I-COMMENTS_ADJ
1483,提B-COMMENTS_N 额I-COMMENTS_N 分B-PRODUCT 期I-PRODUCT
1484,菜B-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 低B-COMMENTS_ADJ
1485,注B-COMMENTS_N 销I-COMMENTS_N
1486,
1487,还B-COMMENTS_N 款I-COMMENTS_N 降B-COMMENTS_ADJ 还B-COMMENTS_N 款I-COMMENTS_N
1488,降B-COMMENTS_ADJ
1489,分B-PRODUCT 期I-PRODUCT
1490,青B-PRODUCT 英I-PRODUCT 卡I-PRODUCT
1491,平B-BANK 安I-BANK 民B-BANK 生I-BANK 卡B-PRODUCT 权I-PRODUCT 不B-COMMENTS_ADJ 行I-COMMENTS_ADJ 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1492,金B-COMMENTS_N 额I-COMMENTS_N
1493,比B-COMMENTS_ADJ 较I-COMMENTS_ADJ 久I-COMMENTS_ADJ
1494,
1495,
1496,
1497,额B-COMMENTS_N 度I-COMMENTS_N
1498,收B-COMMENTS_N 益I-COMMENTS_N 升B-COMMENTS_ADJ
1499,上B-BANK 海I-BANK 银I-BANK 行I-BANK
1500,额B-COMMENTS_N 度I-COMMENTS_N 太B-COMMENTS_ADJ 低I-COMMENTS_ADJ
1501,借B-PRODUCT 呗I-PRODUCT 降B-COMMENTS_ADJ 到I-COMMENTS_ADJ 降B-COMMENTS_ADJ
1502,高B-COMMENTS_ADJ 就I-COMMENTS_ADJ 废I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1503,理B-PRODUCT 财I-PRODUCT
1504,提B-COMMENTS_N 额I-COMMENTS_N 更B-COMMENTS_ADJ 难I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 提B-COMMENTS_N 额I-COMMENTS_N 销B-COMMENTS_N 户I-COMMENTS_N 低B-COMMENTS_ADJ 于I-COMMENTS_ADJ 太B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1505,升B-COMMENTS_ADJ 级I-COMMENTS_ADJ 年B-COMMENTS_N 费I-COMMENTS_N 下B-COMMENTS_N 卡I-COMMENTS_N 激B-COMMENTS_N 活I-COMMENTS_N
1506,
1507,注B-COMMENTS_N 销I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 太B-COMMENTS_ADJ 低I-COMMENTS_ADJ
1508,不B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1509,太B-COMMENTS_ADJ 多I-COMMENTS_ADJ 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 工B-BANK 行I-BANK 国I-BANK 卡B-PRODUCT
1510,不B-COMMENTS_ADJ 行I-COMMENTS_ADJ 最B-COMMENTS_ADJ 少I-COMMENTS_ADJ 最B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1511,
1512,不B-COMMENTS_ADJ 急I-COMMENTS_ADJ 不B-COMMENTS_ADJ 慌I-COMMENTS_ADJ 逾B-COMMENTS_N 期I-COMMENTS_N
1513,
1514,多B-COMMENTS_ADJ 长I-COMMENTS_ADJ 挺B-COMMENTS_ADJ 快I-COMMENTS_ADJ
1515,平B-BANK 安I-BANK 刷B-COMMENTS_N 卡I-COMMENTS_N 积B-PRODUCT 分I-PRODUCT
1516,降B-COMMENTS_ADJ
1517,刷B-COMMENTS_N 卡I-COMMENTS_N
1518,额B-COMMENTS_N 度I-COMMENTS_N
1519,利B-COMMENTS_N 息I-COMMENTS_N 太B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1520,降B-COMMENTS_ADJ
1521,储B-PRODUCT 蓄I-PRODUCT 卡I-PRODUCT 流B-COMMENTS_N 水I-COMMENTS_N
1522,邮B-BANK 储I-BANK 银I-BANK 行I-BANK 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT aI-PRODUCT pI-PRODUCT pI-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1523,注B-COMMENTS_N 销I-COMMENTS_N
1524,幼B-COMMENTS_ADJ 稚I-COMMENTS_ADJ
1525,方B-COMMENTS_ADJ 便I-COMMENTS_ADJ
1526,审B-COMMENTS_N 批I-COMMENTS_N
1527,封B-PRODUCT 卡I-PRODUCT
1528,广B-BANK 发I-BANK 降B-COMMENTS_ADJ 授B-COMMENTS_N 信I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 降B-COMMENTS_ADJ 到I-COMMENTS_ADJ
1529,
1530,降B-COMMENTS_ADJ
1531,划B-COMMENTS_ADJ 算I-COMMENTS_ADJ
1532,菜B-PRODUCT 卡I-PRODUCT
1533,额B-COMMENTS_N 度I-COMMENTS_N 分B-PRODUCT 期I-PRODUCT 坑B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 到B-COMMENTS_N 期I-COMMENTS_N 提B-COMMENTS_N 额I-COMMENTS_N
1534,逾B-COMMENTS_N 期I-COMMENTS_N
1535,额B-COMMENTS_N 度I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1536,
1537,恭B-COMMENTS_ADJ 喜I-COMMENTS_ADJ
1538,浦B-BANK 发I-BANK 惊B-COMMENTS_ADJ 喜I-COMMENTS_ADJ
1539,额B-COMMENTS_N 度I-COMMENTS_N 大B-COMMENTS_N 额I-COMMENTS_N
1540,心B-COMMENTS_ADJ 累I-COMMENTS_ADJ
1541,差B-COMMENTS_ADJ 不I-COMMENTS_ADJ 多I-COMMENTS_ADJ 比B-COMMENTS_ADJ 较I-COMMENTS_ADJ 稳B-COMMENTS_ADJ 妥I-COMMENTS_ADJ 很B-COMMENTS_ADJ 多I-COMMENTS_ADJ 不B-COMMENTS_ADJ 行I-COMMENTS_ADJ
1542,征B-PRODUCT 信I-PRODUCT 很B-COMMENTS_ADJ 好I-COMMENTS_ADJ 降B-COMMENTS_ADJ 低I-COMMENTS_ADJ 高B-COMMENTS_ADJ
1543,临B-COMMENTS_N 额I-COMMENTS_N
1544,激B-COMMENTS_N 活I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1545,不B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1546,消B-COMMENTS_N 费I-COMMENTS_N
1547,担B-COMMENTS_ADJ 心I-COMMENTS_ADJ
1548,容B-COMMENTS_ADJ 易I-COMMENTS_ADJ
1549,不B-COMMENTS_ADJ 少I-COMMENTS_ADJ 刚B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1550,广B-BANK 发I-BANK 本B-PRODUCT 金I-PRODUCT 分I-PRODUCT
1551,
1552,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 逾B-COMMENTS_N 期I-COMMENTS_N 多B-COMMENTS_ADJ 久I-COMMENTS_ADJ
1553,云B-PRODUCT 闪I-PRODUCT 付I-PRODUCT 星B-PRODUCT 座I-PRODUCT 卡I-PRODUCT
1554,
1555,提B-COMMENTS_N 额I-COMMENTS_N
1556,恒B-BANK 丰I-BANK 首B-PRODUCT 卡I-PRODUCT
1557,狂B-COMMENTS_ADJ 套I-COMMENTS_ADJ 高B-COMMENTS_ADJ 负B-COMMENTS_N 债I-COMMENTS_N 逾B-COMMENTS_N 期I-COMMENTS_N 平B-BANK 安I-BANK 降B-COMMENTS_ADJ 交B-BANK 行I-BANK
1558,
1559,拒B-COMMENTS_ADJ 绝I-COMMENTS_ADJ
1560,房B-PRODUCT 贷I-PRODUCT
1561,
1562,浦B-BANK 发I-BANK
1563,工B-BANK 行I-BANK
1564,额B-COMMENTS_N 度I-COMMENTS_N
1565,收B-COMMENTS_N 益I-COMMENTS_N 浮B-COMMENTS_ADJ 动I-COMMENTS_ADJ
1566,定B-PRODUCT 卡I-PRODUCT 白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT 最B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1567,
1568,额B-COMMENTS_N 度I-COMMENTS_N
1569,稳B-COMMENTS_ADJ 了I-COMMENTS_ADJ
1570,aB-PRODUCT pI-PRODUCT pI-PRODUCT 提B-COMMENTS_N 额I-COMMENTS_N 方B-COMMENTS_ADJ 便I-COMMENTS_ADJ
1571,额B-COMMENTS_N 度I-COMMENTS_N
1572,漂B-COMMENTS_ADJ 亮I-COMMENTS_ADJ 不B-COMMENTS_ADJ 能I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1573,审B-COMMENTS_N 核I-COMMENTS_N
1574,额B-COMMENTS_N 度I-COMMENTS_N 拒B-COMMENTS_ADJ
1575,平B-BANK 安I-BANK 临B-COMMENTS_N 额I-COMMENTS_N 平B-BANK 安I-BANK 下B-COMMENTS_N 卡I-COMMENTS_N
1576,白B-PRODUCT 金I-PRODUCT 拒B-COMMENTS_ADJ 普B-PRODUCT 卡I-PRODUCT 菜B-PRODUCT 卡I-PRODUCT
1577,广B-BANK 发I-BANK 卡B-PRODUCT
1578,审B-COMMENTS_N 核I-COMMENTS_N
1579,
1580,积B-PRODUCT 分I-PRODUCT
1581,真B-COMMENTS_ADJ 墨I-COMMENTS_ADJ
1582,比B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1583,
1584,最B-COMMENTS_ADJ 高I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1585,
1586,审B-COMMENTS_N 核I-COMMENTS_N
1587,
1588,慌B-COMMENTS_ADJ 什I-COMMENTS_ADJ
1589,储B-PRODUCT 蓄I-PRODUCT 卡I-PRODUCT 舒B-COMMENTS_ADJ 服I-COMMENTS_ADJ
1590,金B-COMMENTS_N 额I-COMMENTS_N
1591,工B-BANK 行I-BANK
1592,兴B-BANK 业I-BANK
1593,平B-BANK 安I-BANK
1594,金B-PRODUCT 卡I-PRODUCT 审B-COMMENTS_N 批I-COMMENTS_N
1595,光B-BANK 大I-BANK 不B-COMMENTS_ADJ 要I-COMMENTS_ADJ 脸I-COMMENTS_ADJ
1596,销B-COMMENTS_N 卡I-COMMENTS_N
1597,
1598,拒B-COMMENTS_ADJ
1599,浦B-BANK 发I-BANK
1600,浦B-BANK 发I-BANK
1601,最B-COMMENTS_ADJ 低I-COMMENTS_ADJ
1602,升B-COMMENTS_ADJ 级I-COMMENTS_ADJ 正B-COMMENTS_ADJ 常I-COMMENTS_ADJ
1603,精B-PRODUCT 英I-PRODUCT 白I-PRODUCT 神B-PRODUCT 卡I-PRODUCT
1604,邮B-BANK 储I-BANK
1605,金B-COMMENTS_N 额I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
