,result
1783,名I-PRODUCT 卡I-PRODUCT 跟I-PRODUCT 白I-PRODUCT
1784,费I-COMMENTS_N
1785,审B-COMMENTS_ADJ 批I-COMMENTS_ADJ
1786,建B-PRODUCT 设I-BANK
1787,主B-PRODUCT
1788,下B-COMMENTS_N 卡I-COMMENTS_N
1789,
1790,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 行I-BANK
1791,
1792,额B-COMMENTS_N 度I-COMMENTS_N
1793,
1794,度I-COMMENTS_N 卡B-PRODUCT 也I-BANK 额B-COMMENTS_N 度I-COMMENTS_N
1795,理B-PRODUCT
1796,浦B-BANK 发I-BANK ：I-COMMENTS_N
1797,普I-PRODUCT 卡I-PRODUCT
1798,在B-BANK 国I-BANK aB-PRODUCT pI-PRODUCT
1799,立B-COMMENTS_ADJ
1800,活I-COMMENTS_N 难B-COMMENTS_ADJ
1801,大B-BANK 复B-COMMENTS_ADJ
1802,额B-COMMENTS_N 度I-COMMENTS_N
1803,费I-PRODUCT 贷I-PRODUCT 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 类B-COMMENTS_ADJ
1804,
1805,商B-PRODUCT 分B-PRODUCT 期I-PRODUCT
1806,额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ 用I-COMMENTS_ADJ
1807,额B-COMMENTS_N 度I-COMMENTS_N
1808,
1809,卡I-PRODUCT 额B-COMMENTS_N 预B-COMMENTS_ADJ 留I-PRODUCT 还I-COMMENTS_N
1810,
1811,
1812,
1813,首B-PRODUCT 卡I-PRODUCT
1814,
1815,工B-BANK 银B-BANK 行I-BANK 手I-PRODUCT 笔I-PRODUCT
1816,平B-BANK 安I-BANK 银I-BANK
1817,单B-COMMENTS_N 行I-BANK 秒B-COMMENTS_ADJ 批I-COMMENTS_ADJ
1818,地I-COMMENTS_ADJ
1819,
1820,额B-COMMENTS_N 度I-COMMENTS_N
1821,极I-PRODUCT
1822,
1823,时I-COMMENTS_N 色I-PRODUCT
1824,拟I-PRODUCT 活B-COMMENTS_N
1825,支B-BANK 行I-BANK 淘I-BANK 宝I-COMMENTS_ADJ 卡B-PRODUCT
1826,
1827,大B-BANK 行I-BANK 不B-COMMENTS_ADJ
1828,蓄I-PRODUCT 银B-BANK 行I-BANK 储B-PRODUCT 蓄I-PRODUCT 卡I-PRODUCT
1829,逾B-COMMENTS_N 期I-COMMENTS_N 能I-COMMENTS_ADJ
1830,用I-COMMENTS_ADJ
1831,逾B-COMMENTS_N 期I-PRODUCT
1832,靠I-COMMENTS_ADJ 谱I-COMMENTS_ADJ
1833,客B-COMMENTS_N
1834,
1835,分B-PRODUCT 期I-PRODUCT
1836,卡I-COMMENTS_N 银B-BANK
1837,金I-PRODUCT 额B-COMMENTS_N 卡I-COMMENTS_N
1838,你B-PRODUCT 逾B-COMMENTS_N 期I-PRODUCT 金I-PRODUCT 少I-COMMENTS_ADJ 资B-COMMENTS_ADJ 金I-COMMENTS_ADJ
1839,不B-COMMENTS_ADJ 错I-COMMENTS_ADJ
1840,额B-COMMENTS_N 度I-COMMENTS_N
1841,好B-COMMENTS_ADJ 久I-COMMENTS_ADJ
1842,
1843,
1844,。B-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1845,
1846,储B-PRODUCT 蓄I-PRODUCT 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1847,最I-PRODUCT 低I-COMMENTS_ADJ
1848,大B-COMMENTS_N 额I-PRODUCT 小B-COMMENTS_ADJ 额I-COMMENTS_N
1849,把B-COMMENTS_N 金B-COMMENTS_N 额I-COMMENTS_N 高B-COMMENTS_N 到I-COMMENTS_N
1850,积I-BANK
1851,分B-PRODUCT 期I-PRODUCT 分B-PRODUCT 期I-COMMENTS_N 样I-PRODUCT
1852,
1853,
1854,
1855,年B-COMMENTS_N 费I-COMMENTS_N
1856,授B-COMMENTS_N 信I-BANK
1857,额B-COMMENTS_N 度I-COMMENTS_N
1858,
1859,心I-COMMENTS_ADJ
1860,资I-COMMENTS_N
1861,理I-PRODUCT 理B-PRODUCT 财I-PRODUCT 收B-COMMENTS_N 益I-COMMENTS_N
1862,
1863,额I-COMMENTS_N 度I-COMMENTS_N 白B-COMMENTS_N 金I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1864,点B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1865,多B-COMMENTS_ADJ 少I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 浦B-BANK 发I-BANK 征B-COMMENTS_N 信I-COMMENTS_N
1866,征B-PRODUCT 信I-PRODUCT 套B-COMMENTS_ADJ 路I-COMMENTS_ADJ
1867,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT 内B-COMMENTS_ADJ 公B-PRODUCT 积I-PRODUCT 金I-PRODUCT 江B-PRODUCT 苏B-COMMENTS_ADJ
1868,核I-COMMENTS_N
1869,在B-PRODUCT 支I-BANK 付I-PRODUCT 行I-BANK 太B-COMMENTS_ADJ 低I-COMMENTS_ADJ
1870,度I-COMMENTS_N
1871,
1872,坑I-COMMENTS_ADJ
1873,不B-COMMENTS_ADJ 错I-COMMENTS_ADJ
1874,
1875,额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ 错I-COMMENTS_ADJ
1876,不B-COMMENTS_ADJ 了I-COMMENTS_ADJ
1877,啥B-BANK
1878,用I-COMMENTS_ADJ 注B-COMMENTS_N 销I-COMMENTS_N
1879,
1880,卡B-PRODUCT 金I-PRODUCT
1881,
1882,不B-COMMENTS_ADJ
1883,额B-COMMENTS_N 度I-COMMENTS_N 上I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 度I-COMMENTS_N 卡I-COMMENTS_N 消B-PRODUCT 费I-PRODUCT 2B-COMMENTS_ADJ
1884,
1885,信I-COMMENTS_N
1886,多B-COMMENTS_ADJ 少B-COMMENTS_ADJ 2B-PRODUCT 期I-PRODUCT
1887,
1888,审B-COMMENTS_N 核I-COMMENTS_N
1889,
1890,
1891,卡B-PRODUCT 安B-PRODUCT 全I-COMMENTS_N
1892,
1893,招B-BANK 行I-BANK 很B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1894,进B-PRODUCT 广I-PRODUCT 发I-PRODUCT 本B-COMMENTS_N 金I-COMMENTS_N
1895,环B-COMMENTS_ADJ 境I-COMMENTS_ADJ
1896,
1897,主B-PRODUCT 精I-PRODUCT 英I-PRODUCT
1898,
1899,注B-COMMENTS_ADJ 销I-COMMENTS_ADJ
1900,激B-COMMENTS_N 活I-COMMENTS_N 交B-PRODUCT 通I-BANK 春I-BANK
1901,消B-COMMENTS_N
1902,审I-PRODUCT 收B-PRODUCT 卡I-PRODUCT
1903,真B-COMMENTS_ADJ 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1904,额B-COMMENTS_N 度I-COMMENTS_N
1905,注B-COMMENTS_N 销I-COMMENTS_N
1906,只B-PRODUCT 分B-COMMENTS_N 期I-COMMENTS_N
1907,不I-COMMENTS_N
1908,
1909,浦B-BANK 发I-BANK
1910,
1911,长B-COMMENTS_ADJ 春I-COMMENTS_ADJ 很B-COMMENTS_ADJ 厉I-COMMENTS_ADJ
1912,
1913,你B-COMMENTS_ADJ
1914,质B-COMMENTS_ADJ 公B-PRODUCT 积B-PRODUCT 金I-PRODUCT 头I-COMMENTS_ADJ
1915,分B-PRODUCT 期I-PRODUCT 账B-COMMENTS_N 单I-COMMENTS_N 之I-COMMENTS_ADJ 单I-COMMENTS_N 息B-COMMENTS_N 分I-COMMENTS_N 券I-PRODUCT
1916,极B-COMMENTS_ADJ 水I-COMMENTS_ADJ
1917,产B-PRODUCT
1918,安I-BANK
1919,太B-COMMENTS_ADJ 低I-COMMENTS_ADJ 注B-COMMENTS_N 销I-COMMENTS_N
1920,好B-COMMENTS_ADJ 看I-COMMENTS_ADJ
1921,额B-COMMENTS_N 度I-COMMENTS_N 太B-COMMENTS_ADJ 低I-COMMENTS_ADJ 啥B-PRODUCT
1922,卡B-COMMENTS_ADJ 起I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 要B-COMMENTS_ADJ
1923,名B-PRODUCT 利B-COMMENTS_ADJ 多I-COMMENTS_ADJ 多I-COMMENTS_ADJ
1924,本B-PRODUCT 和I-COMMENTS_N
1925,
1926,己B-COMMENTS_ADJ
1927,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 分B-COMMENTS_N 期I-PRODUCT 付I-PRODUCT 款I-COMMENTS_N
1928,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1929,卡B-BANK ？I-BANK 招B-BANK 行I-BANK 的B-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1930,额B-COMMENTS_N 度I-COMMENTS_N 低B-COMMENTS_ADJ
1931,定B-COMMENTS_N 金I-COMMENTS_N 额B-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1932,工B-BANK 商I-BANK 度I-COMMENTS_N 额I-COMMENTS_N 很B-COMMENTS_ADJ 快I-COMMENTS_ADJ
1933,额B-COMMENTS_N 度I-COMMENTS_N 好I-COMMENTS_ADJ  B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1934,
1935,分B-PRODUCT 期I-PRODUCT
1936,2B-PRODUCT %I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1937,
1938,丰B-PRODUCT 菜B-COMMENTS_N 卡I-PRODUCT
1939,浦B-BANK 发I-BANK
1940,卡B-PRODUCT
1941,首B-PRODUCT 卡I-PRODUCT 激B-COMMENTS_N 活I-COMMENTS_N
1942,发B-COMMENTS_N 的I-COMMENTS_N 慌B-COMMENTS_ADJ
1943,金B-PRODUCT 卡I-PRODUCT
1944,建B-BANK 行I-BANK 卡I-PRODUCT 哥B-COMMENTS_N
1945,不I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1946,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1947,
1948,征B-PRODUCT 信I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 提B-COMMENTS_N 额I-COMMENTS_N
1949,华B-PRODUCT 润I-PRODUCT 卡I-PRODUCT 无B-PRODUCT 界I-COMMENTS_N
1950,手B-COMMENTS_N 续I-COMMENTS_N 费I-COMMENTS_N
1951,
1952,
1953,逾B-COMMENTS_N 期I-COMMENTS_N 打B-COMMENTS_ADJ 给I-PRODUCT 银B-COMMENTS_N 知B-COMMENTS_ADJ
1954,题I-COMMENTS_ADJ
1955,影B-COMMENTS_N 响I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1956,
1957,发B-PRODUCT 卡I-PRODUCT 不B-COMMENTS_ADJ
1958,
1959,卡I-PRODUCT 批I-COMMENTS_ADJ
1960,浦B-BANK
1961,
1962,农B-BANK 商I-BANK 银I-BANK 行I-BANK
1963,
1964,
1965,中B-BANK 信I-BANK 浦B-BANK 发I-BANK 不B-COMMENTS_ADJ
1966,度I-COMMENTS_N
1967,额I-PRODUCT 提B-COMMENTS_ADJ 了I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1968,
1969,品B-COMMENTS_N 大I-COMMENTS_N 本I-COMMENTS_ADJ
1970,
1971,联B-PRODUCT 名B-PRODUCT 卡I-PRODUCT 银I-BANK 行I-BANK 卡I-PRODUCT 才I-PRODUCT 没B-COMMENTS_ADJ
1972,发B-COMMENTS_N 卡I-PRODUCT 卡I-COMMENTS_N
1973,分B-PRODUCT 期I-PRODUCT
1974,提B-COMMENTS_N 额I-COMMENTS_N 好I-COMMENTS_N
1975,注B-COMMENTS_ADJ 销I-COMMENTS_ADJ
1976,招B-BANK 行I-BANK
1977,
1978,东B-COMMENTS_ADJ 新I-COMMENTS_ADJ 众B-PRODUCT 意I-COMMENTS_ADJ 行I-COMMENTS_N
1979,最I-COMMENTS_N
1980,负B-COMMENTS_N
1981,二B-PRODUCT 审I-PRODUCT 。I-PRODUCT
1982,
1983,招B-BANK 商I-BANK
1984,好B-COMMENTS_N 慌I-COMMENTS_N
1985,别B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1986,年B-COMMENTS_N 费I-COMMENTS_N
1987,高B-PRODUCT 一I-PRODUCT 些I-PRODUCT 呢I-BANK
1988,
1989,目B-BANK 招B-BANK 商I-BANK 光I-BANK 信I-PRODUCT
1990,还B-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1991,额B-COMMENTS_N 菜I-PRODUCT 卡I-PRODUCT 告I-COMMENTS_ADJ
1992,降B-COMMENTS_ADJ
1993,行I-BANK ？I-PRODUCT 厉I-PRODUCT 拒B-PRODUCT 三I-PRODUCT 次B-COMMENTS_N
1994,额B-COMMENTS_N 度I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1995,降B-COMMENTS_ADJ 到I-COMMENTS_ADJ 消I-COMMENTS_ADJ
1996,金I-PRODUCT 卡I-PRODUCT
1997,期I-PRODUCT 续B-COMMENTS_N 费I-COMMENTS_N 多B-COMMENTS_ADJ
1998,
1999,不B-COMMENTS_ADJ 错I-COMMENTS_ADJ
2000,销I-COMMENTS_N 继B-COMMENTS_ADJ 续I-COMMENTS_ADJ
2001,车B-PRODUCT 主I-PRODUCT 卡I-PRODUCT
2002,浦B-BANK 发I-COMMENTS_N 需B-COMMENTS_ADJ
2003,额B-COMMENTS_N 度I-COMMENTS_N
2004,批I-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
2005,房B-PRODUCT 贷I-PRODUCT
2006,下B-COMMENTS_N 多B-COMMENTS_ADJ 久I-COMMENTS_ADJ
2007,八B-BANK 九I-PRODUCT
2008,定B-PRODUCT 期I-PRODUCT 理B-PRODUCT 财I-PRODUCT 法B-BANK 考I-COMMENTS_ADJ
2009,做B-COMMENTS_N 过I-COMMENTS_N 单B-PRODUCT 分I-PRODUCT 期I-PRODUCT 付I-COMMENTS_N
2010,广B-BANK 发I-BANK 的B-PRODUCT 积I-PRODUCT 分I-PRODUCT 很B-COMMENTS_N
2011,询I-BANK 招B-BANK 行I-BANK
2012,很B-COMMENTS_ADJ 好I-COMMENTS_ADJ
2013,招B-BANK 行I-BANK 额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ 错I-COMMENTS_ADJ
2014,工B-BANK 行I-BANK
2015,积I-PRODUCT 金I-PRODUCT
2016,菜B-BANK 行I-BANK 浦I-BANK
2017,能I-COMMENTS_ADJ
2018,销B-PRODUCT 卡I-PRODUCT 好I-PRODUCT
2019,
2020,？B-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
2021,注B-COMMENTS_N 销I-COMMENTS_N
2022,其B-COMMENTS_ADJ 中I-COMMENTS_ADJ
2023,工B-BANK 行I-BANK 中B-BANK 行I-BANK 款I-PRODUCT 度I-COMMENTS_N 稍B-COMMENTS_ADJ 高I-COMMENTS_ADJ
2024,福B-COMMENTS_ADJ
2025,额B-COMMENTS_N 度I-COMMENTS_N 新B-PRODUCT 卡I-PRODUCT 卡B-PRODUCT 前B-PRODUCT 卡I-PRODUCT
2026,卡I-PRODUCT 缘I-COMMENTS_ADJ
2027,候B-COMMENTS_ADJ 好B-COMMENTS_ADJ 好I-COMMENTS_ADJ
2028,生B-PRODUCT 肖I-PRODUCT 卡I-PRODUCT 快I-PRODUCT 捷I-PRODUCT 支B-PRODUCT 付I-PRODUCT 积B-PRODUCT 分I-COMMENTS_ADJ
2029,白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
2030,额B-COMMENTS_N 度I-COMMENTS_N
2031,过B-PRODUCT 广I-PRODUCT 发I-PRODUCT
2032,会B-COMMENTS_ADJ
2033,征B-PRODUCT 信I-PRODUCT
2034,月B-COMMENTS_ADJ
2035,卡I-PRODUCT
2036,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
2037,为B-PRODUCT 卡I-PRODUCT 生I-PRODUCT 受I-COMMENTS_ADJ
2038,套B-COMMENTS_ADJ 路I-COMMENTS_ADJ
2039,认B-COMMENTS_N 真I-COMMENTS_N
2040,额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ 错I-COMMENTS_ADJ
2041,
2042,我I-COMMENTS_ADJ
2043,多B-COMMENTS_ADJ 少I-COMMENTS_ADJ 提I-COMMENTS_ADJ
2044,商I-BANK
2045,招B-BANK 商I-BANK
2046,
2047,心B-PRODUCT 白I-PRODUCT 才B-COMMENTS_ADJ 能I-COMMENTS_ADJ
2048,
2049,
2050,公B-COMMENTS_N 积I-COMMENTS_N
2051,额B-COMMENTS_N 度I-COMMENTS_N 多I-COMMENTS_ADJ
2052,国I-COMMENTS_N
2053,激B-COMMENTS_N 活I-COMMENTS_N
2054,搞B-COMMENTS_N 不I-COMMENTS_ADJ
2055,光B-PRODUCT 子B-PRODUCT 刷I-PRODUCT 积B-PRODUCT 分I-PRODUCT
2056,
2057,
2058,其I-BANK
2059,逾B-PRODUCT 期I-COMMENTS_N 基B-PRODUCT 可B-COMMENTS_ADJ 能I-COMMENTS_ADJ
2060,多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
2061,被B-COMMENTS_ADJ
2062,额B-COMMENTS_N 度I-COMMENTS_N 考I-BANK
2063,白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT
2064,太B-COMMENTS_ADJ
2065,积B-PRODUCT 分I-BANK 费I-PRODUCT
2066,
2067,兴B-BANK 业I-BANK
2068,车B-PRODUCT 主I-PRODUCT 卡I-PRODUCT
2069,期I-PRODUCT
2070,
2071,
2072,实I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
2073,猴B-BANK 子I-PRODUCT 不B-PRODUCT 批I-PRODUCT 卡I-PRODUCT 感B-COMMENTS_N 觉I-COMMENTS_N
2074,企B-COMMENTS_ADJ 上I-PRODUCT 公B-PRODUCT 积I-PRODUCT 金I-PRODUCT 流B-COMMENTS_N
2075,广B-PRODUCT 发I-BANK 想I-PRODUCT 去I-PRODUCT
2076,
2077,白B-PRODUCT 金I-PRODUCT
2078,消B-COMMENTS_N 费I-COMMENTS_N 额I-COMMENTS_N 度I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
2079,
2080,邮B-COMMENTS_N 储I-COMMENTS_N 活I-COMMENTS_N 激B-COMMENTS_N 活I-COMMENTS_N 卡B-PRODUCT 激B-COMMENTS_N 活I-COMMENTS_N
2081,的B-COMMENTS_N 卡I-COMMENTS_N 提B-PRODUCT 到I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
2082,工B-COMMENTS_N 作I-COMMENTS_N
2083,中B-BANK 国I-BANK 中B-COMMENTS_ADJ
2084,额B-COMMENTS_N 借B-PRODUCT 记I-PRODUCT 卡I-PRODUCT 分B-PRODUCT 期I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
2085,中B-PRODUCT 信B-PRODUCT 还I-PRODUCT 逾B-COMMENTS_N 期I-COMMENTS_N 逾B-COMMENTS_N 期I-COMMENTS_N
2086,
2087,
2088,基B-PRODUCT 金I-PRODUCT 定I-PRODUCT 很B-COMMENTS_ADJ
2089,负B-COMMENTS_ADJ 债I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
2090,胆B-COMMENTS_ADJ 没B-COMMENTS_ADJ 错I-COMMENTS_ADJ
2091,工B-BANK 行I-BANK
2092,金B-PRODUCT 卡I-PRODUCT
2093,
2094,
2095,额B-COMMENTS_N 度I-COMMENTS_N
2096,分B-PRODUCT 期I-COMMENTS_N
2097,度I-COMMENTS_N 鼎B-PRODUCT 大B-COMMENTS_N 车B-PRODUCT 主I-PRODUCT 卡I-PRODUCT 掉I-COMMENTS_ADJ
2098,民B-BANK 生I-BANK 标B-PRODUCT 准I-PRODUCT 白I-PRODUCT 建B-BANK 行I-BANK 支B-PRODUCT 付I-PRODUCT 白I-PRODUCT
2099,利B-PRODUCT 率I-PRODUCT 最I-PRODUCT 低B-COMMENTS_ADJ 银B-BANK 行I-BANK 贷I-BANK
2100,
2101,降B-COMMENTS_ADJ 级I-COMMENTS_ADJ
2102,南B-COMMENTS_ADJ
2103,爷B-PRODUCT
2104,额B-COMMENTS_N 度I-COMMENTS_N
2105,活I-COMMENTS_ADJ
2106,
2107,
2108,险B-COMMENTS_ADJ
2109,成B-PRODUCT 票I-COMMENTS_N 招B-BANK 行I-BANK
2110,利B-COMMENTS_N 卡I-COMMENTS_N 多B-COMMENTS_ADJ 利I-PRODUCT 金B-PRODUCT 通I-PRODUCT
2111,额B-COMMENTS_N 度I-COMMENTS_N 很B-COMMENTS_ADJ 高I-COMMENTS_ADJ
2112,卡I-PRODUCT 支B-PRODUCT 取B-COMMENTS_N 金I-COMMENTS_N 额I-COMMENTS_N
2113,银B-BANK 益I-PRODUCT 很B-COMMENTS_ADJ 稳I-COMMENTS_ADJ
2114,刷B-COMMENTS_ADJ 卡I-PRODUCT 真B-COMMENTS_ADJ 香I-COMMENTS_ADJ
2115,兴B-BANK 业I-BANK 提B-BANK 提B-COMMENTS_ADJ 的I-COMMENTS_ADJ
2116,招B-BANK 行I-BANK
2117,与B-PRODUCT 发I-BANK 卡I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
2118,
2119,
2120,
2121,
2122,征B-PRODUCT 信I-PRODUCT 花I-PRODUCT 拒I-COMMENTS_ADJ
2123,心B-PRODUCT 卡I-PRODUCT
2124,将I-COMMENTS_N 发I-COMMENTS_N 短B-PRODUCT 信I-PRODUCT
2125,过I-COMMENTS_ADJ 批I-COMMENTS_N
2126,试B-COMMENTS_N
2127,活B-PRODUCT aI-PRODUCT pI-PRODUCT
2128,
2129,
2130,
2131,的B-COMMENTS_N 很I-COMMENTS_N 积B-PRODUCT 分I-PRODUCT 积B-PRODUCT 分I-COMMENTS_ADJ
2132,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT
2133,
2134,兴B-BANK 业I-BANK
2135,
2136,同B-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
2137,
2138,额B-COMMENTS_N 度I-COMMENTS_N 还I-COMMENTS_N 不B-COMMENTS_ADJ
2139,兴B-BANK 业I-BANK
2140,征B-PRODUCT 信I-PRODUCT
2141,上B-BANK 海I-BANK 银B-BANK 行I-BANK 户I-COMMENTS_N
2142,
2143,经B-COMMENTS_N 打I-COMMENTS_N
2144,
2145,办I-PRODUCT 卡I-PRODUCT 注B-COMMENTS_N 销I-COMMENTS_N
2146,
2147,悠B-PRODUCT
2148,上B-PRODUCT 兴B-BANK 业I-BANK
2149,房B-PRODUCT 贷I-PRODUCT 大B-PRODUCT 没I-PRODUCT
2150,
2151,卡I-PRODUCT 网B-COMMENTS_N 银I-COMMENTS_N
2152,激B-COMMENTS_N 活I-COMMENTS_N
2153,5B-PRODUCT 行I-PRODUCT 宁B-BANK 波I-BANK 银I-BANK 行I-BANK
2154,云B-PRODUCT 闪I-PRODUCT aB-PRODUCT pI-PRODUCT pI-PRODUCT 着B-COMMENTS_N 干I-COMMENTS_N 云B-PRODUCT 闪I-PRODUCT 付I-PRODUCT
2155,金B-PRODUCT 卡I-PRODUCT 车B-PRODUCT 主I-PRODUCT 白I-PRODUCT
2156,额B-COMMENTS_N 度I-COMMENTS_N
2157,鼎B-COMMENTS_ADJ
2158,卡I-PRODUCT
2159,拒B-COMMENTS_ADJ
2160,降B-COMMENTS_ADJ 额I-COMMENTS_ADJ
2161,额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ 下I-COMMENTS_ADJ
2162,信B-PRODUCT
2163,
2164,通I-COMMENTS_N
2165,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 只B-COMMENTS_ADJ 能I-COMMENTS_N 表B-PRODUCT 示I-PRODUCT 慢B-COMMENTS_N
2166,农B-BANK 行I-BANK 额B-COMMENTS_N 度I-COMMENTS_N 均B-COMMENTS_N 存B-COMMENTS_N
2167,老B-PRODUCT
2168,卡I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
2169,二I-PRODUCT 卡I-PRODUCT 高B-COMMENTS_ADJ
2170,给B-COMMENTS_ADJ 约I-COMMENTS_ADJ 提B-COMMENTS_N 前I-COMMENTS_N 还B-PRODUCT 续B-COMMENTS_N 费I-COMMENTS_N
2171,难I-COMMENTS_ADJ
2172,分B-PRODUCT 期I-PRODUCT 护B-PRODUCT 费I-PRODUCT
2173,
2174,请B-COMMENTS_N 卡I-PRODUCT
2175,浦B-BANK 发I-BANK
2176,不I-COMMENTS_ADJ 平B-BANK 安I-BANK 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
2177,中B-BANK 信I-BANK 银B-BANK 行I-PRODUCT 大B-PRODUCT
2178,
2179,发I-BANK
2180,所B-COMMENTS_ADJ
2181,收B-COMMENTS_ADJ
2182,
2183,
2184,卡B-PRODUCT
2185,兴B-BANK 业I-BANK 卡B-PRODUCT 很B-COMMENTS_ADJ 久I-COMMENTS_ADJ 不B-COMMENTS_ADJ 急I-COMMENTS_ADJ
2186,
2187,万B-COMMENTS_ADJ
2188,万I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 还B-COMMENTS_N 款I-COMMENTS_N 果B-COMMENTS_ADJ 卡B-COMMENTS_ADJ 片I-COMMENTS_ADJ 冻B-COMMENTS_N
2189,五I-PRODUCT 期I-PRODUCT 或I-PRODUCT
2190,
2191,征B-COMMENTS_N
2192,提B-COMMENTS_N 额I-COMMENTS_N
2193,益B-COMMENTS_ADJ
2194,无B-PRODUCT 分B-PRODUCT
2195,
2196,分B-PRODUCT 之I-COMMENTS_N
2197,
2198,大B-BANK
2199,
2200,
2201,多B-COMMENTS_N 少I-COMMENTS_N
2202,行I-BANK 提B-COMMENTS_N 额I-COMMENTS_N
2203,只B-COMMENTS_ADJ 留I-COMMENTS_ADJ
2204,
2205,逾B-COMMENTS_N 期I-COMMENTS_N 最B-COMMENTS_ADJ 比B-COMMENTS_ADJ 较I-BANK 好I-COMMENTS_ADJ
2206,提B-COMMENTS_N 额I-COMMENTS_N
2207,临B-COMMENTS_N 时B-COMMENTS_N 额I-COMMENTS_N 度I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 分B-PRODUCT 期I-PRODUCT
2208,费I-COMMENTS_N
2209,
2210,么B-COMMENTS_N 打I-COMMENTS_N 不B-COMMENTS_ADJ 需B-COMMENTS_ADJ 要I-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ 高I-COMMENTS_ADJ
2211,爱I-COMMENTS_N
2212,就B-COMMENTS_ADJ 杀I-COMMENTS_ADJ
2213,注B-COMMENTS_N 销I-COMMENTS_N
2214,卡I-BANK 最B-COMMENTS_ADJ 高B-COMMENTS_ADJ 3I-PRODUCT
2215,太B-COMMENTS_ADJ 难I-COMMENTS_ADJ
2216,费I-COMMENTS_N
2217,审B-COMMENTS_N 核I-COMMENTS_N
2218,下B-COMMENTS_N 卡I-COMMENTS_N
2219,银I-BANK
2220,好B-PRODUCT 卡I-PRODUCT 提B-COMMENTS_N 额I-COMMENTS_N 开B-COMMENTS_ADJ 心I-COMMENTS_ADJ
2221,民B-BANK 生I-BANK 航I-PRODUCT 金I-PRODUCT
2222,卡B-COMMENTS_ADJ 邮B-PRODUCT 储I-PRODUCT 卡I-PRODUCT
2223,浦B-BANK 发I-BANK
2224,建B-BANK 行I-BANK
2225,（B-PRODUCT
2226,逾B-COMMENTS_N 期I-COMMENTS_N
2227,追B-COMMENTS_ADJ 掉I-COMMENTS_ADJ
